region_id,graph_source,policy_id,scenario_id,scenario_family,scenario_type,disruption_mode,seed,mode,completion_rate,censored_count,penalized_makespan,makespan,road_vehicle_service_minutes,train_service_minutes,total_service_minutes,passenger_travel_minutes,passengers_per_total_service_minute,first_arrival_time,median_arrival_time,p80_arrival_time,p95_arrival_time,selected_edge_count,selected_realworld_edge_ids,notes,claim_scope
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3101,bus_only,1.0,0,19.81,19.81,14.27,0.0,14.27,114.18,1.6816,9.7,14.76,19.81,19.81,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3102,bus_only,1.0,0,19.86,19.86,14.57,0.0,14.57,116.56,1.6472,9.83,14.88,19.86,19.86,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3103,bus_only,1.0,0,19.88,19.88,14.54,0.0,14.54,116.32,1.6507,9.86,14.8,19.88,19.88,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3104,bus_only,1.0,0,19.67,19.67,14.34,0.0,14.34,114.69,1.6741,9.91,14.76,19.67,19.67,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3105,bus_only,1.0,0,19.86,19.86,14.46,0.0,14.46,115.7,1.6595,9.67,14.94,19.86,19.86,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3106,bus_only,1.0,0,19.82,19.82,14.6,0.0,14.6,116.8,1.6438,10.03,14.75,19.82,19.82,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3107,bus_only,1.0,0,19.86,19.86,14.82,0.0,14.82,118.6,1.6189,9.99,14.97,19.86,19.86,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3108,bus_only,1.0,0,19.75,19.75,14.36,0.0,14.36,114.91,1.6709,9.81,14.8,19.75,19.75,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3109,bus_only,1.0,0,19.88,19.88,14.55,0.0,14.55,116.36,1.65,9.87,14.79,19.88,19.88,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3110,bus_only,1.0,0,19.92,19.92,14.56,0.0,14.56,116.48,1.6484,9.78,14.86,19.92,19.92,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3111,bus_only,1.0,0,19.66,19.66,14.25,0.0,14.25,113.98,1.6845,9.88,14.71,19.66,19.66,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3112,bus_only,1.0,0,19.66,19.66,14.41,0.0,14.41,115.3,1.6652,9.84,14.91,19.66,19.66,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3113,bus_only,1.0,0,19.97,19.97,14.78,0.0,14.78,118.25,1.6237,9.83,14.98,19.97,19.97,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3114,bus_only,1.0,0,19.79,19.79,14.47,0.0,14.47,115.73,1.659,9.8,14.88,19.79,19.79,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3115,bus_only,1.0,0,19.75,19.75,14.49,0.0,14.49,115.94,1.6561,9.94,14.8,19.75,19.75,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3116,bus_only,1.0,0,19.9,19.9,14.65,0.0,14.65,117.17,1.6386,9.92,14.83,19.9,19.9,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3117,bus_only,1.0,0,19.75,19.75,14.43,0.0,14.43,115.45,1.6631,9.81,14.88,19.75,19.75,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3118,bus_only,1.0,0,19.73,19.73,14.25,0.0,14.25,114.0,1.6843,9.82,14.7,19.73,19.73,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3119,bus_only,1.0,0,19.94,19.94,14.5,0.0,14.5,115.97,1.6557,9.89,14.67,19.94,19.94,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3120,bus_only,1.0,0,19.93,19.93,14.89,0.0,14.89,119.1,1.612,10.06,14.9,19.93,19.93,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3121,bus_only,1.0,0,19.91,19.91,14.65,0.0,14.65,117.17,1.6387,9.79,14.95,19.91,19.91,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3122,bus_only,1.0,0,19.91,19.91,14.62,0.0,14.62,116.98,1.6413,9.69,15.02,19.91,19.91,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3123,bus_only,1.0,0,19.83,19.83,14.71,0.0,14.71,117.7,1.6313,9.95,14.93,19.83,19.83,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3124,bus_only,1.0,0,19.94,19.94,14.74,0.0,14.74,117.89,1.6286,9.93,14.87,19.94,19.94,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3125,bus_only,1.0,0,19.99,19.99,14.71,0.0,14.71,117.71,1.6311,9.97,14.75,19.99,19.99,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3126,bus_only,1.0,0,19.77,19.77,14.29,0.0,14.29,114.31,1.6796,9.8,14.72,19.77,19.77,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3127,bus_only,1.0,0,19.76,19.76,14.55,0.0,14.55,116.39,1.6496,9.88,14.91,19.76,19.76,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3128,bus_only,1.0,0,19.85,19.85,14.52,0.0,14.52,116.13,1.6534,9.84,14.82,19.85,19.85,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3129,bus_only,1.0,0,19.91,19.91,14.74,0.0,14.74,117.89,1.6286,9.88,14.95,19.91,19.91,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,bus_only,no_disruption,no_disruption,none,none,3130,bus_only,1.0,0,19.88,19.88,14.57,0.0,14.57,116.53,1.6477,9.91,14.78,19.88,19.88,0,,policy=Use direct road vehicles from assembly zone A to destination zone D with the baseline road fleet and schedule. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,baseline_multimodal,no_disruption,no_disruption,none,none,3101,multimodal,1.0,0,46.42,46.42,18.87,26.0,44.87,462.97,0.5349,31.41,41.41,46.42,46.42,0,,policy=Use feeder shuttles to rail access S then scheduled rail to R and last-mile road vehicles to D under baseline assumptions. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,baseline_multimodal,no_disruption,no_disruption,none,none,3102,multimodal,1.0,0,46.42,46.42,19.0,26.0,45.0,463.99,0.5333,31.42,41.44,46.42,46.42,0,,policy=Use feeder shuttles to rail access S then scheduled rail to R and last-mile road vehicles to D under baseline assumptions. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,baseline_multimodal,no_disruption,no_disruption,none,none,3103,multimodal,1.0,0,47.85,47.85,19.09,26.0,45.09,464.71,0.5323,31.41,41.43,47.85,47.85,0,,policy=Use feeder shuttles to rail access S then scheduled rail to R and last-mile road vehicles to D under baseline assumptions. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,baseline_multimodal,no_disruption,no_disruption,none,none,3104,multimodal,1.0,0,47.86,47.86,19.04,26.0,45.04,464.33,0.5329,31.45,41.46,47.86,47.86,0,,policy=Use feeder shuttles to rail access S then scheduled rail to R and last-mile road vehicles to D under baseline assumptions. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,baseline_multimodal,no_disruption,no_disruption,none,none,3105,multimodal,1.0,0,46.43,46.43,18.98,26.0,44.98,463.84,0.5336,31.42,41.44,46.43,46.43,0,,policy=Use feeder shuttles to rail access S then scheduled rail to R and last-mile road vehicles to D under baseline assumptions. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,baseline_multimodal,no_disruption,no_disruption,none,none,3106,multimodal,1.0,0,46.39,46.39,19.36,26.0,45.36,466.87,0.5291,31.4,41.43,46.39,46.39,0,,policy=Use feeder shuttles to rail access S then scheduled rail to R and last-mile road vehicles to D under baseline assumptions. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,baseline_multimodal,no_disruption,no_disruption,none,none,3107,multimodal,1.0,0,46.39,46.39,19.31,26.0,45.31,466.49,0.5297,31.39,41.43,46.39,46.39,0,,policy=Use feeder shuttles to rail access S then scheduled rail to R and last-mile road vehicles to D under baseline assumptions. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,baseline_multimodal,no_disruption,no_disruption,none,none,3108,multimodal,1.0,0,46.41,46.41,19.19,26.0,45.19,465.51,0.5311,31.44,41.45,46.41,46.41,0,,policy=Use feeder shuttles to rail access S then scheduled rail to R and last-mile road vehicles to D under baseline assumptions. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,baseline_multimodal,no_disruption,no_disruption,none,none,3109,multimodal,1.0,0,46.44,46.44,19.2,26.0,45.2,465.6,0.531,31.41,41.42,46.44,46.44,0,,policy=Use feeder shuttles to rail access S then scheduled rail to R and last-mile road vehicles to D under baseline assumptions. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,baseline_multimodal,no_disruption,no_disruption,none,none,3110,multimodal,1.0,0,46.37,46.37,18.91,26.0,44.91,463.31,0.5344,31.42,41.4,46.37,46.37,0,,policy=Use feeder shuttles to rail access S then scheduled rail to R and last-mile road vehicles to D under baseline assumptions. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,baseline_multimodal,no_disruption,no_disruption,none,none,3111,multimodal,1.0,0,46.44,46.44,19.02,26.0,45.02,464.19,0.533,31.4,41.41,46.44,46.44,0,,policy=Use feeder shuttles to rail access S then scheduled rail to R and last-mile road vehicles to D under baseline assumptions. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,baseline_multimodal,no_disruption,no_disruption,none,none,3112,multimodal,1.0,0,46.45,46.45,18.97,26.0,44.97,463.73,0.5337,31.43,41.41,46.45,46.45,0,,policy=Use feeder shuttles to rail access S then scheduled rail to R and last-mile road vehicles to D under baseline assumptions. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,baseline_multimodal,no_disruption,no_disruption,none,none,3113,multimodal,1.0,0,46.42,46.42,18.76,26.0,44.76,462.07,0.5362,31.43,41.43,46.42,46.42,0,,policy=Use feeder shuttles to rail access S then scheduled rail to R and last-mile road vehicles to D under baseline assumptions. | scenario=No structured road disruption; baseline comparison row.,"Engineering-only pilot output for quasi-real decision-support method review (non-publication, non-acceptance, non-operational); not publication evidence, not final-study evidence, not formal acceptance evidence, not calibrated real-world results, and not an operational route plan or forecast. Base profile scope: Pilot full bus-practical graph output for graph-scale feasibility review; not calibrated real-world results or an operational forecast."
