network_variant,failure_mode,capacity_reduction_factor,s,p_fail_scale,bus_makespan_mean,multi_makespan_mean,delta_mean,bus_sr_mean,multi_sr_mean,bus_leftover_mean,multi_leftover_mean,bus_penalized_makespan_mean,multi_penalized_makespan_mean,delta_penalized_makespan_mean,bus_success_count_mean,multi_success_count_mean,bus_completion_rate_mean,multi_completion_rate_mean,delta_completion_rate_mean,bus_censored_count_mean,multi_censored_count_mean,bus_resource_eff_mean,multi_resource_eff_mean,delta_resource_eff_mean,bus_total_personnel_mean,multi_total_personnel_mean,bus_bus_trips_mean,multi_bus_trips_mean,bus_train_trips_mean,multi_train_trips_mean,bus_bus_minutes_mean,multi_bus_minutes_mean,bus_train_minutes_mean,multi_train_minutes_mean,bus_lastmile_minutes_mean,multi_lastmile_minutes_mean,bus_lastmile_vehicle_minutes_mean,multi_lastmile_vehicle_minutes_mean,bus_road_vehicle_service_minutes_mean,multi_road_vehicle_service_minutes_mean,bus_train_service_minutes_mean,multi_train_service_minutes_mean,bus_total_service_minutes_mean,multi_total_service_minutes_mean,bus_passenger_travel_minutes_mean,multi_passenger_travel_minutes_mean,bus_passengers_per_vehicle_minute_mean,multi_passengers_per_vehicle_minute_mean,bus_passengers_per_total_service_minute_mean,multi_passengers_per_total_service_minute_mean,delta_std,delta_penalized_makespan_std,delta_completion_rate_std,delta_resource_eff_std,delta_road_vehicle_service_minutes_std,delta_train_service_minutes_std,delta_total_service_minutes_std,delta_passenger_travel_minutes_std,delta_passengers_per_vehicle_minute_std,delta_passengers_per_total_service_minute_std
baseline,blocked,,1.0,1.0,646.0401969725893,675.0291392474073,-28.916768849589534,1.0,0.9333333333333333,0.0,66.66666666666667,646.0401969725893,96726.0271966309,-96079.98699965834,1000.0,933.3333333333334,1.0,0.9333333333333333,0.06666666666666667,0.0,66.66666666666667,0.8581766666666666,0.8803200000000001,-0.022143333333333386,1000.0,1000.0,23.0,22.233333333333334,0.0,11.6,1173.8376666666666,337.9660000000002,0.0,464.0,0.0,215.23599999999993,0.0,215.23599999999993,1173.8376666666666,553.2019999999999,0.0,464.0,1173.8376666666666,1017.2019999999999,51036.34966666666,62717.97633333332,0.8581766666666666,1.6086000000000003,0.8581766666666666,0.8803200000000001,5.728588032661337,365534.0636860003,0.2537081317024625,0.24952747852737556,166.01444217780937,87.63560920082658,229.75009026576342,12999.741129627935,0.4442722593987435,0.24952747852737556
baseline,blocked,,1.0,1.5,646.0401969725893,675.0291392474073,-28.876672502240424,1.0,0.9,0.0,100.0,646.0401969725893,144751.52622532274,-144105.48602835,1000.0,900.0,1.0,0.9,0.1,0.0,100.0,0.8581766666666666,0.8488800000000002,0.009296666666666616,1000.0,1000.0,23.0,22.233333333333334,0.0,11.6,1173.8376666666666,337.9660000000002,0.0,464.0,0.0,207.54899999999995,0.0,207.54899999999995,1173.8376666666666,545.5149999999999,0.0,464.0,1173.8376666666666,1009.5149999999999,51036.34966666666,62383.76599999998,0.8581766666666666,1.5511500000000003,0.8581766666666666,0.8488800000000002,5.833708507753053,439618.9074180508,0.30512857662936466,0.2975541613791059,168.92122444650275,87.63560920082658,231.3097983811461,13035.017338430982,0.5329484344166201,0.2975541613791059
baseline,blocked,,1.0,2.0,645.0297690193919,675.0291392474073,-29.999370228015437,0.9666666666666667,0.9,33.333333333333336,100.0,48671.528776718755,144751.52622532274,-96079.99744860393,966.6666666666666,900.0,0.9666666666666667,0.9,0.06666666666666667,33.333333333333336,100.0,0.8401299999999999,0.8488800000000002,-0.008750000000000051,1000.0,1000.0,22.233333333333334,22.233333333333334,0.0,11.6,1112.2659999999998,337.9660000000002,0.0,464.0,0.0,207.54899999999995,0.0,207.54899999999995,1112.2659999999998,545.5149999999999,0.0,464.0,1112.2659999999998,1009.5149999999999,48359.35599999999,62383.76599999998,0.8401299999999999,1.5511500000000003,0.8401299999999999,0.8488800000000002,0.0,526096.0049430918,0.3651483716701107,0.3371326790387756,246.81124379671752,87.63560920082658,296.51959008784246,15443.786922736364,0.5586299999351864,0.3371326790387756
baseline,blocked,,1.0,3.0,646.0750393158031,675.0291392474073,-28.833491820479846,0.9666666666666667,0.9,33.333333333333336,100.0,48672.53920467195,144751.52622532274,-96078.98702065073,966.6666666666666,900.0,0.9666666666666667,0.9,0.06666666666666667,33.333333333333336,100.0,0.8292066666666665,0.8488800000000002,-0.019673333333333383,1000.0,1000.0,22.233333333333334,21.466666666666665,0.0,11.2,1135.4836666666665,326.3120000000001,0.0,448.0,0.0,207.54899999999995,0.0,207.54899999999995,1135.4836666666665,533.861,0.0,448.0,1135.4836666666665,981.8609999999998,49368.78566666666,60543.76299999999,0.8292066666666665,1.5511500000000003,0.8292066666666665,0.8488800000000002,5.94483675050045,526096.1958084572,0.3651483716701107,0.3445503295734826,293.9816273397597,121.77990321718197,370.9487184181823,19951.096163951857,0.5647011963515923,0.3445503295734826
baseline,blocked,,1.2,0.0,645.0617290386111,675.0604231434238,-29.998694104812785,1.0,1.0,0.0,0.0,645.0617290386111,675.0604231434238,-29.998694104812785,1000.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.8686000000000003,0.9381999999999997,-0.06959999999999997,1000.0,1000.0,23.0,23.0,0.0,12.0,1151.2900000000002,354.58,0.0,480.0,0.0,231.26000000000005,0.0,231.26000000000005,1151.2900000000002,585.84,0.0,480.0,1151.2900000000002,1065.84,50055.820000000014,65469.45999999999,0.8686000000000003,1.7070000000000003,0.8686000000000003,0.9381999999999997,0.0,0.0,0.0,2.823006427041851e-17,2.312606865032684e-13,0.0,4.336137871936283e-14,3.700170984052295e-12,0.0,2.823006427041851e-17
baseline,blocked,,1.2,0.25,645.0617290386111,675.0604231434238,-29.998694104812785,1.0,1.0,0.0,0.0,645.0617290386111,675.0604231434238,-29.998694104812785,1000.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.8686000000000003,0.9381999999999997,-0.06959999999999997,1000.0,1000.0,23.0,23.0,0.0,12.0,1151.2900000000002,354.58,0.0,480.0,0.0,231.26000000000005,0.0,231.26000000000005,1151.2900000000002,585.84,0.0,480.0,1151.2900000000002,1065.84,50055.820000000014,65469.45999999999,0.8686000000000003,1.7070000000000003,0.8686000000000003,0.9381999999999997,0.0,0.0,0.0,2.823006427041851e-17,2.312606865032684e-13,0.0,4.336137871936283e-14,3.700170984052295e-12,0.0,2.823006427041851e-17
baseline,blocked,,1.2,0.5,645.0617290386111,675.0604231434238,-29.998694104812785,1.0,1.0,0.0,0.0,645.0617290386111,675.0604231434238,-29.998694104812785,1000.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.8686000000000003,0.9381999999999997,-0.06959999999999997,1000.0,1000.0,23.0,23.0,0.0,12.0,1151.2900000000002,354.58,0.0,480.0,0.0,231.26000000000005,0.0,231.26000000000005,1151.2900000000002,585.84,0.0,480.0,1151.2900000000002,1065.84,50055.820000000014,65469.45999999999,0.8686000000000003,1.7070000000000003,0.8686000000000003,0.9381999999999997,0.0,0.0,0.0,2.823006427041851e-17,2.312606865032684e-13,0.0,4.336137871936283e-14,3.700170984052295e-12,0.0,2.823006427041851e-17
baseline,blocked,,1.2,1.0,646.0833524423615,675.0604231434238,-28.90409760079454,1.0,0.9333333333333333,0.0,66.66666666666667,646.0833524423615,96726.05639493382,-96079.97304249146,1000.0,933.3333333333334,1.0,0.9333333333333333,0.06666666666666667,0.0,66.66666666666667,0.8576166666666669,0.875653333333333,-0.01803666666666666,1000.0,1000.0,23.0,22.233333333333334,0.0,11.6,1174.7413333333336,342.7606666666667,0.0,464.0,0.0,215.8426666666667,0.0,215.8426666666667,1174.7413333333336,558.6033333333332,0.0,464.0,1174.7413333333336,1022.6033333333332,51075.37333333334,62951.993333333325,0.8576166666666669,1.5932000000000002,0.8576166666666669,0.875653333333333,5.792060271185971,365534.0587932137,0.2537081317024625,0.24839105775915654,167.59763232629302,87.63560920082658,231.26682190297734,13061.616249532115,0.44018531527256705,0.24839105775915654
baseline,blocked,,1.2,1.5,646.0833524423615,675.0604231434239,-28.863556989534604,1.0,0.9,0.0,100.0,646.0833524423615,144751.55438082904,-144105.4710283868,1000.0,900.0,1.0,0.9,0.1,0.0,100.0,0.8576166666666669,0.8443799999999996,0.013236666666666674,1000.0,1000.0,23.0,22.233333333333334,0.0,11.6,1174.7413333333336,342.7606666666667,0.0,464.0,0.0,208.13400000000001,0.0,208.13400000000001,1174.7413333333336,550.8946666666667,0.0,464.0,1174.7413333333336,1014.8946666666666,51075.37333333334,62616.84199999999,0.8576166666666669,1.5363000000000002,0.8576166666666669,0.8443799999999996,5.898345471656923,439618.9016688267,0.30512857662936466,0.2961459664367921,170.47947515925406,87.63560920082658,232.81633223213313,13096.67833174944,0.5280032275785191,0.2961459664367921
baseline,blocked,,1.2,2.0,645.0617290386111,675.0604231434239,-29.998694104812785,0.9666666666666667,0.9,33.333333333333336,100.0,48671.559671403986,144751.55438082904,-96079.99470942508,966.6666666666666,900.0,0.9666666666666667,0.9,0.06666666666666667,33.333333333333336,100.0,0.8396466666666669,0.8443799999999996,-0.004733333333333326,1000.0,1000.0,22.233333333333334,22.233333333333334,0.0,11.6,1112.9136666666668,342.7606666666667,0.0,464.0,0.0,208.13400000000001,0.0,208.13400000000001,1112.9136666666668,550.8946666666667,0.0,464.0,1112.9136666666668,1014.8946666666666,48387.292666666675,62616.84199999999,0.8396466666666669,1.5363000000000002,0.8396466666666669,0.8443799999999996,0.0,526095.9934517209,0.3651483716701107,0.33573866821284276,247.4202338943701,87.63560920082658,297.3275537337741,15482.983692428932,0.55377231206444,0.33573866821284276
