s,p_fail_scale,network_variant,failure_mode,capacity_reduction_factor,mean,std,count,ci_lower,ci_upper,finite_count,nonfinite_count
0.8,1.0,matched_redundancy,capacity_reduction,0.5,-29.99596559893124,0.020684449155434746,30,-30.00336743400068,-29.988563763861798,30,0
0.8,1.0,matched_redundancy,capacity_reduction,0.75,-29.999198112776966,0.0029792416479040027,30,-30.00026422070878,-29.998132004845154,30,0
0.8,1.5,baseline,blocked,,-144105.4942772121,439618.9105796993,30,-301421.101043706,13210.112489281804,30,0
0.8,1.5,baseline,capacity_reduction,0.25,-30.805111529721156,3.7267766074067894,30,-32.13872141129855,-29.471501648143764,30,0
0.8,1.5,baseline,capacity_reduction,0.5,-30.00790103466931,0.05083540096354951,30,-30.026092249276648,-29.98970982006197,30,0
0.8,1.5,baseline,capacity_reduction,0.75,-30.000917208459402,0.007321971332197817,30,-30.00353734225058,-29.998297074668223,30,0
0.8,1.5,matched_redundancy,blocked,,-29.531225391694573,2.7067654514704387,30,-30.499828968849968,-28.562621814539177,30,0
0.8,1.5,matched_redundancy,capacity_reduction,0.25,-30.204676198952566,1.1279985331060012,30,-30.608325290010296,-29.801027107894836,30,0
0.8,1.5,matched_redundancy,capacity_reduction,0.5,-29.992189152467237,0.02874345530567506,30,-30.002474865850257,-29.981903439084217,30,0
0.8,1.5,matched_redundancy,capacity_reduction,0.75,-29.99865418015869,0.0041400038506142454,30,-30.000135661510157,-29.997172698807226,30,0
0.8,2.0,baseline,blocked,,-96079.99895494817,526096.0112624895,30,-284341.03877249366,92181.04086259734,30,0
0.8,2.0,baseline,capacity_reduction,0.25,-30.805111529721156,3.7267766074067894,30,-32.13872141129855,-29.471501648143764,30,0
0.8,2.0,baseline,capacity_reduction,0.5,-30.00790103466931,0.05083540096354951,30,-30.026092249276648,-29.98970982006197,30,0
0.8,2.0,baseline,capacity_reduction,0.75,-30.000917208459402,0.007321971332197817,30,-30.00353734225058,-29.998297074668223,30,0
0.8,2.0,matched_redundancy,blocked,,-28.92787909558187,5.141526050987845,30,-30.76775056369118,-27.088007627472557,30,0
0.8,2.0,matched_redundancy,capacity_reduction,0.25,-30.204676198952566,1.1279985331060012,30,-30.608325290010296,-29.801027107894836,30,0
0.8,2.0,matched_redundancy,capacity_reduction,0.5,-29.992189152467237,0.02874345530567506,30,-30.002474865850257,-29.981903439084217,30,0
0.8,2.0,matched_redundancy,capacity_reduction,0.75,-29.99865418015869,0.0041400038506142454,30,-30.000135661510157,-29.997172698807226,30,0
0.8,3.0,baseline,blocked,,-96078.99468365853,526096.2009647122,30,-284340.1023852726,92182.11301795553,30,0
0.8,3.0,baseline,capacity_reduction,0.25,-31.432333968360634,5.520519000965451,30,-33.40782632185755,-29.456841614863723,30,0
0.8,3.0,baseline,capacity_reduction,0.5,-30.00558078596183,0.05277226506343839,30,-30.02446509848594,-29.986696473437718,30,0
0.8,3.0,baseline,capacity_reduction,0.75,-30.000583016258734,0.007600943527662573,30,-30.00330297896797,-29.997863053549498,30,0
0.8,3.0,matched_redundancy,blocked,,-28.6938196926605,5.631358021390262,30,-30.70897528022653,-26.678664105094473,30,0
0.8,3.0,matched_redundancy,capacity_reduction,0.25,-30.266683174699004,1.2687847530555256,30,-30.72071196754553,-29.81265438185248,30,0
0.8,3.0,matched_redundancy,capacity_reduction,0.5,-29.99583662162879,0.04627902844256475,30,-30.012397359269503,-29.979275883988077,30,0
0.8,3.0,matched_redundancy,capacity_reduction,0.75,-29.99917953579924,0.006665703685151322,30,-30.001564827228975,-29.996794244369504,30,0
1.0,0.0,baseline,blocked,,-29.999370228015437,0.0,30,-29.999370228015437,-29.999370228015437,30,0
1.0,0.0,baseline,capacity_reduction,0.25,-29.999370228015437,0.0,30,-29.999370228015437,-29.999370228015437,30,0
1.0,0.0,baseline,capacity_reduction,0.5,-29.999370228015437,0.0,30,-29.999370228015437,-29.999370228015437,30,0
1.0,0.0,baseline,capacity_reduction,0.75,-29.999370228015437,0.0,30,-29.999370228015437,-29.999370228015437,30,0
1.0,0.0,matched_redundancy,blocked,,-29.999370228015437,0.0,30,-29.999370228015437,-29.999370228015437,30,0
1.0,0.0,matched_redundancy,capacity_reduction,0.25,-29.999370228015437,0.0,30,-29.999370228015437,-29.999370228015437,30,0
1.0,0.0,matched_redundancy,capacity_reduction,0.5,-29.999370228015437,0.0,30,-29.999370228015437,-29.999370228015437,30,0
