s,p_fail_scale,network_variant,failure_mode,capacity_reduction_factor,rep,seed,bus_makespan,multi_makespan,delta_makespan,bus_penalized_makespan,multi_penalized_makespan,delta_penalized_makespan,bus_success_count,multi_success_count,bus_success_rate,multi_success_rate,delta_success_rate,bus_completion_rate,multi_completion_rate,delta_completion_rate,bus_resource_eff,multi_resource_eff,delta_resource_eff,bus_leftover,multi_leftover,bus_censored_count,multi_censored_count,bus_total_personnel,multi_total_personnel,bus_bus_trips,multi_bus_trips,bus_train_trips,multi_train_trips,bus_bus_minutes,multi_bus_minutes,bus_train_minutes,multi_train_minutes,bus_lastmile_minutes,multi_lastmile_minutes,bus_lastmile_vehicle_minutes,multi_lastmile_vehicle_minutes,bus_road_vehicle_service_minutes,multi_road_vehicle_service_minutes,delta_road_vehicle_service_minutes,bus_train_service_minutes,multi_train_service_minutes,delta_train_service_minutes,bus_total_service_minutes,multi_total_service_minutes,delta_total_service_minutes,bus_passenger_travel_minutes,multi_passenger_travel_minutes,delta_passenger_travel_minutes,bus_passengers_per_vehicle_minute,multi_passengers_per_vehicle_minute,delta_passengers_per_vehicle_minute,bus_passengers_per_total_service_minute,multi_passengers_per_total_service_minute,delta_passengers_per_total_service_minute,bus_arrival_q50_min,multi_arrival_q50_min,delta_arrival_q50_min,bus_arrival_q90_min,multi_arrival_q90_min,delta_arrival_q90_min,bus_arrival_q95_min,multi_arrival_q95_min,delta_arrival_q95_min,bus_prob_completion_within_window,multi_prob_completion_within_window,delta_prob_completion_within_window,origin
1.2,0.5,baseline,blocked,,10,11,636.3971639700364,701.0349748954934,-64.63781092545696,636.3971639700364,701.0349748954934,-64.63781092545696,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0503,0.853,0.19730000000000003,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,952.13,208.46,0.0,480.0,0.0,483.8,0.0,483.8,952.13,692.27,259.86,0.0,480.0,-480.0,952.13,1172.27,-220.14,41397.06,90098.48,-48701.42,1.0503,1.4445,-0.3941999999999999,1.0503,0.853,0.19730000000000003,581.3971639700364,646.0349748954934,-64.63781092545696,621.8971639700366,686.5349748954935,-64.63781092545696,631.3971639700364,696.0349748954934,-64.63781092545696,1.0,1.0,0.0,D
1.2,0.5,baseline,blocked,,11,12,635.2779866394245,705.933978306757,-70.6559916673325,635.2779866394245,705.933978306757,-70.6559916673325,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0795,0.7967,0.28279999999999994,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,926.39,178.65,0.0,480.0,0.0,596.48,0.0,596.48,926.39,775.13,151.26,0.0,480.0,-480.0,926.39,1255.13,-328.7400000000001,40277.89,93701.21,-53423.32000000001,1.0795,1.2901,-0.21060000000000012,1.0795,0.7967,0.28279999999999994,580.2779866394245,650.933978306757,-70.6559916673325,620.7779866394246,691.4339783067571,-70.6559916673325,630.2779866394245,700.933978306757,-70.6559916673325,1.0,1.0,0.0,D
1.2,0.5,baseline,blocked,,12,13,636.3971639700364,710.933978306757,-74.53681433672057,636.3971639700364,710.933978306757,-74.53681433672057,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0503,0.7576,0.29269999999999996,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,952.13,243.49,0.0,480.0,0.0,596.48,0.0,596.48,952.13,839.97,112.15999999999997,0.0,480.0,-480.0,952.13,1319.97,-367.84000000000003,41397.06,96520.24,-55123.18000000001,1.0503,1.1905,-0.14019999999999988,1.0503,0.7576,0.29269999999999996,581.3971639700364,655.9339464844287,-74.53678251439226,621.8971639700366,696.4339783067571,-74.53681433672057,631.3971639700364,705.933978306757,-74.53681433672057,1.0,1.0,0.0,D
1.2,0.5,baseline,blocked,,13,14,635.2006794111995,701.0349748954934,-65.83429548429388,635.2006794111995,701.0349748954934,-65.83429548429388,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0815,0.8709,0.2105999999999999,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,924.61,184.45,0.0,480.0,0.0,483.8,0.0,483.8,924.61,668.25,256.36,0.0,480.0,-480.0,924.61,1148.25,-223.64,40200.58,89054.41,-48853.83,1.0815,1.4964,-0.41490000000000005,1.0815,0.8709,0.2105999999999999,580.2006794111995,646.0349748954934,-65.83429548429388,620.7006794111996,686.5349748954935,-65.83429548429388,630.2006794111995,696.0349748954934,-65.83429548429388,1.0,1.0,0.0,D
1.2,0.5,baseline,blocked,,14,15,638.3951752763592,701.0349748954934,-62.63979961913424,638.3951752763592,701.0349748954934,-62.63979961913424,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0019,0.8753,0.12660000000000005,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,998.09,178.65,0.0,480.0,0.0,483.8,0.0,483.8,998.09,662.45,335.64,0.0,480.0,-480.0,998.09,1142.45,-144.36,43395.07,88802.22,-45407.15,1.0019,1.5095,-0.5076,1.0019,0.8753,0.12660000000000005,583.3951752763592,646.0349748954934,-62.63979961913424,623.8951752763593,686.5349748954935,-62.63979961913424,633.3951752763592,696.0349748954934,-62.63979961913424,1.0,1.0,0.0,D
1.2,0.5,baseline,blocked,,15,16,634.361370568177,705.933978306757,-71.57260773858002,634.361370568177,705.933978306757,-71.57260773858002,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.1046,0.7967,0.30790000000000006,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,905.31,178.65,0.0,480.0,0.0,596.48,0.0,596.48,905.31,775.13,130.17999999999995,0.0,480.0,-480.0,905.31,1255.13,-349.82000000000016,39361.28,93701.21,-54339.93000000001,1.1046,1.2901,-0.1855,1.1046,0.7967,0.30790000000000006,579.361370568177,650.933978306757,-71.57260773858002,619.8613705681771,691.4339783067571,-71.57260773858002,629.361370568177,700.933978306757,-71.57260773858002,1.0,1.0,0.0,D
1.2,0.5,baseline,blocked,,16,17,637.876423969158,701.0349771303399,-63.158553161181885,637.876423969158,701.0349771303399,-63.158553161181885,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.014,0.8753,0.13870000000000005,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,986.16,178.65,0.0,480.0,0.0,483.8,0.0,483.8,986.16,662.45,323.7099999999999,0.0,480.0,-480.0,986.16,1142.45,-156.29000000000008,42876.3,88802.22,-45925.92,1.014,1.5095,-0.49550000000000005,1.014,0.8753,0.13870000000000005,582.876423969158,646.0349771303399,-63.158553161181885,623.3764239691582,686.53497713034,-63.158553161181885,632.876423969158,696.0349771303399,-63.158553161181885,1.0,1.0,0.0,D
1.2,0.5,baseline,blocked,,17,18,636.6545482490317,inf,-inf,636.6545482490317,1441440.0,-1440803.345451751,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0438,0.0,1.0438,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,958.05,214.91,0.0,480.0,0.0,0.0,0.0,0.0,958.05,214.91,743.14,0.0,480.0,-480.0,958.05,694.91,263.14,41654.45,69343.95,-27689.5,1.0438,0.0,1.0438,1.0438,0.0,1.0438,581.6545482490317,1440.0,-858.3454517509683,622.1545482490318,1440.0,-817.8454517509682,631.6545482490317,1440.0,-808.3454517509683,1.0,0.0,1.0,D
1.2,0.5,baseline,blocked,,18,19,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,D
1.2,0.5,baseline,blocked,,19,20,635.4735789111915,inf,-inf,635.4735789111915,1441440.0,-1440804.5264210887,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0742,0.0,1.0742,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,930.89,178.65,0.0,480.0,0.0,0.0,0.0,0.0,930.89,178.65,752.24,0.0,480.0,-480.0,930.89,658.65,272.24,40473.49,67767.31,-27293.82,1.0742,0.0,1.0742,1.0742,0.0,1.0742,580.4735789111915,1440.0,-859.5264210888085,620.9735789111916,1440.0,-819.0264210888084,630.4735789111915,1440.0,-809.5264210888085,1.0,0.0,1.0,D
1.2,1.0,baseline,blocked,,0,1,636.3971639700364,inf,-inf,636.3971639700364,1441440.0,-1440803.60283603,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0503,0.0,1.0503,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,952.13,214.91,0.0,480.0,0.0,0.0,0.0,0.0,952.13,214.91,737.22,0.0,480.0,-480.0,952.13,694.91,257.22,41397.06,69343.95,-27946.89,1.0503,0.0,1.0503,1.0503,0.0,1.0503,581.3971639700364,1440.0,-858.6028360299636,621.8971639700366,1440.0,-818.1028360299634,631.3971639700364,1440.0,-808.6028360299636,1.0,0.0,1.0,D
1.2,1.0,baseline,blocked,,1,2,636.6502201555811,inf,-inf,636.6502201555811,1441440.0,-1440803.3497798445,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0439,0.0,1.0439,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,957.95,178.65,0.0,480.0,0.0,0.0,0.0,0.0,957.95,178.65,779.3000000000001,0.0,480.0,-480.0,957.95,658.65,299.30000000000007,41650.12,67767.31,-26117.189999999995,1.0439,0.0,1.0439,1.0439,0.0,1.0439,581.6502201555811,1440.0,-858.3497798444189,622.1502201555812,1440.0,-817.8497798444188,631.6502201555811,1440.0,-808.3497798444189,1.0,0.0,1.0,D
1.2,1.0,baseline,blocked,,2,3,637.7590468570778,705.9585883729338,-68.19954151585603,637.7590468570778,705.9585883729338,-68.19954151585603,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0168,0.7964,0.22039999999999993,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,983.46,178.65,0.0,480.0,0.0,597.05,0.0,597.05,983.46,775.69,207.76999999999998,0.0,480.0,-480.0,983.46,1255.69,-272.23,42758.93,93725.81,-50966.88,1.0168,1.2892,-0.2724,1.0168,0.7964,0.22039999999999993,582.7590468570778,650.9585883729338,-68.19954151585603,623.2590468570779,691.458588372934,-68.19954151585603,632.7590468570778,700.9585883729338,-68.19954151585603,1.0,1.0,0.0,D
1.2,1.0,baseline,blocked,,3,4,638.0458959010241,707.3463524084892,-69.30045650746513,638.0458959010241,707.3463524084892,-69.30045650746513,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.01,0.7766,0.23340000000000005,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,990.05,178.65,0.0,480.0,0.0,628.96,0.0,628.96,990.05,807.61,182.43999999999994,0.0,480.0,-480.0,990.05,1287.61,-297.55999999999995,43045.8,95113.57,-52067.770000000004,1.01,1.2382,-0.22819999999999996,1.01,0.7766,0.23340000000000005,583.0458959010241,652.3463524084892,-69.30045650746513,623.5458959010242,692.8463524084893,-69.30045650746513,633.0458959010241,702.3463524084892,-69.30045650746513,1.0,1.0,0.0,D
1.2,1.0,baseline,blocked,,4,5,638.6730955420325,701.0349748954934,-62.36187935346095,638.6730955420325,701.0349748954934,-62.36187935346095,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9955,0.8753,0.12020000000000008,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1004.48,178.65,0.0,480.0,0.0,483.8,0.0,483.8,1004.48,662.45,342.03,0.0,480.0,-480.0,1004.48,1142.45,-137.97000000000003,43672.98,88802.22,-45129.24,0.9955,1.5095,-0.514,0.9955,0.8753,0.12020000000000008,583.6730955420325,646.0349748954934,-62.36187935346095,624.1730955420326,686.5349748954935,-62.36187935346095,633.6730955420325,696.0349748954934,-62.36187935346095,1.0,1.0,0.0,D
1.2,1.0,baseline,blocked,,5,6,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,8.0,0.0,178.65,0.0,480.0,0.0,0.0,0.0,0.0,0.0,178.65,-178.65,0.0,480.0,-480.0,0.0,658.65,-658.65,0.0,67767.31,-67767.31,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,D
1.2,1.0,baseline,blocked,,6,7,636.3971639700364,inf,-inf,636.3971639700364,1441440.0,-1440803.60283603,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0503,0.0,1.0503,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,952.13,178.65,0.0,480.0,0.0,0.0,0.0,0.0,952.13,178.65,773.48,0.0,480.0,-480.0,952.13,658.65,293.48,41397.06,67767.31,-26370.25,1.0503,0.0,1.0503,1.0503,0.0,1.0503,581.3971639700364,1440.0,-858.6028360299636,621.8971639700366,1440.0,-818.1028360299634,631.3971639700364,1440.0,-808.6028360299636,1.0,0.0,1.0,D
1.2,1.0,baseline,blocked,,7,8,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,8.0,0.0,209.51,0.0,480.0,0.0,0.0,0.0,0.0,0.0,209.51,-209.51,0.0,480.0,-480.0,0.0,689.51,-689.51,0.0,69109.15,-69109.15,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,D
1.2,1.0,baseline,blocked,,8,9,635.8938918781437,721.7363880201433,-85.84249614199962,635.8938918781437,721.7363880201433,-85.84249614199962,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0632,0.6178,0.4453999999999999,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,940.56,178.65,0.0,480.0,0.0,959.93,0.0,959.93,940.56,1138.58,-198.01999999999998,0.0,480.0,-480.0,940.56,1618.58,-678.02,40893.79,109503.59,-68609.79999999999,1.0632,0.8783,0.18489999999999995,1.0632,0.6178,0.4453999999999999,580.8938918781437,666.7363880201433,-85.84249614199962,621.3938918781438,707.2363880201434,-85.84249614199962,630.8938918781437,716.7363880201433,-85.84249614199962,1.0,1.0,0.0,D
1.2,1.0,baseline,blocked,,9,10,638.6736568037113,inf,-inf,638.6736568037113,1441440.0,-1440801.3263431962,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9955,0.0,0.9955,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1004.49,251.6,0.0,480.0,0.0,0.0,0.0,0.0,1004.49,251.6,752.89,0.0,480.0,-480.0,1004.49,731.6,272.89,43673.57,70939.03,-27265.46,0.9955,0.0,0.9955,0.9955,0.0,0.9955,583.6736568037113,1440.0,-856.3263431962887,624.1736568037114,1440.0,-815.8263431962886,633.6736568037113,1440.0,-806.3263431962887,1.0,0.0,1.0,D
1.2,1.0,baseline,blocked,,10,11,636.3971639700364,701.0349748954934,-64.63781092545696,636.3971639700364,701.0349748954934,-64.63781092545696,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0503,0.853,0.19730000000000003,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,952.13,208.46,0.0,480.0,0.0,483.8,0.0,483.8,952.13,692.27,259.86,0.0,480.0,-480.0,952.13,1172.27,-220.14,41397.06,90098.48,-48701.42,1.0503,1.4445,-0.3941999999999999,1.0503,0.853,0.19730000000000003,581.3971639700364,646.0349748954934,-64.63781092545696,621.8971639700366,686.5349748954935,-64.63781092545696,631.3971639700364,696.0349748954934,-64.63781092545696,1.0,1.0,0.0,D
1.2,1.0,baseline,blocked,,11,12,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,8.0,0.0,178.65,0.0,480.0,0.0,0.0,0.0,0.0,0.0,178.65,-178.65,0.0,480.0,-480.0,0.0,658.65,-658.65,0.0,67767.31,-67767.31,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,D
1.2,1.0,baseline,blocked,,12,13,641.489670442531,723.1210805641459,-81.63141012161498,641.489670442531,723.1210805641459,-81.63141012161498,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9352,0.6057,0.3295,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1069.26,294.18,0.0,480.0,0.0,876.78,0.0,876.78,1069.26,1170.96,-101.70000000000005,0.0,480.0,-480.0,1069.26,1650.96,-581.7,46489.57,110911.34,-64421.77,0.9352,0.854,0.08120000000000005,0.9352,0.6057,0.3295,586.489670442531,668.1210425741768,-81.63137213164589,626.9896704425311,708.621080564146,-81.63141012161498,636.489670442531,718.1210805641459,-81.63141012161498,1.0,1.0,0.0,D
1.2,1.0,baseline,blocked,,13,14,638.4372989744559,705.9585883729338,-67.52128939847796,638.4372989744559,705.9585883729338,-67.52128939847796,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0009,0.7927,0.20819999999999994,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,999.06,184.45,0.0,480.0,0.0,597.05,0.0,597.05,999.06,781.49,217.56999999999994,0.0,480.0,-480.0,999.06,1261.49,-262.43000000000006,43437.2,93978.01,-50540.81,1.0009,1.2796,-0.27870000000000017,1.0009,0.7927,0.20819999999999994,583.4372989744559,650.9585883729338,-67.52128939847796,623.937298974456,691.458588372934,-67.52128939847796,633.4372989744559,700.9585883729338,-67.52128939847796,1.0,1.0,0.0,D
1.2,1.0,baseline,blocked,,14,15,639.011094458748,701.0349748954934,-62.02388043674546,639.011094458748,701.0349748954934,-62.02388043674546,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9879,0.8753,0.11260000000000003,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1012.25,178.65,0.0,480.0,0.0,483.8,0.0,483.8,1012.25,662.45,349.79999999999995,0.0,480.0,-480.0,1012.25,1142.45,-130.20000000000005,44011.0,88802.22,-44791.22,0.9879,1.5095,-0.5216000000000001,0.9879,0.8753,0.11260000000000003,584.011094458748,646.0349748954934,-62.02388043674546,624.5110944587481,686.5349748954935,-62.02388043674546,634.011094458748,696.0349748954934,-62.02388043674546,1.0,1.0,0.0,D
1.2,1.0,baseline,blocked,,15,16,638.068392389941,inf,-inf,638.068392389941,1441440.0,-1440801.93160761,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0095,0.0,1.0095,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,990.57,178.65,0.0,480.0,0.0,0.0,0.0,0.0,990.57,178.65,811.9200000000001,0.0,480.0,-480.0,990.57,658.65,331.9200000000001,43068.28,67767.31,-24699.03,1.0095,0.0,1.0095,1.0095,0.0,1.0095,583.068392389941,1440.0,-856.931607610059,623.5683923899411,1440.0,-816.4316076100589,633.068392389941,1440.0,-806.931607610059,1.0,0.0,1.0,D
1.2,1.0,baseline,blocked,,16,17,638.4494777094478,701.0349771303399,-62.58549942089212,638.4494777094478,701.0349771303399,-62.58549942089212,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0007,0.8753,0.12539999999999996,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,999.34,178.65,0.0,480.0,0.0,483.8,0.0,483.8,999.34,662.45,336.89,0.0,480.0,-480.0,999.34,1142.45,-143.11,43449.37,88802.22,-45352.85,1.0007,1.5095,-0.5088000000000001,1.0007,0.8753,0.12539999999999996,583.4494777094478,646.0349771303399,-62.58549942089212,623.9494777094479,686.53497713034,-62.58549942089212,633.4494777094478,696.0349771303399,-62.58549942089212,1.0,1.0,0.0,D
1.2,1.0,baseline,blocked,,17,18,638.3257766689362,inf,-inf,638.3257766689362,1441440.0,-1440801.674223331,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0035,0.0,1.0035,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,996.49,264.39,0.0,480.0,0.0,0.0,0.0,0.0,996.49,264.39,732.1,0.0,480.0,-480.0,996.49,744.39,252.10000000000002,43325.67,71495.28,-28169.61,1.0035,0.0,1.0035,1.0035,0.0,1.0035,583.3257766689362,1440.0,-856.6742233310638,623.8257766689363,1440.0,-816.1742233310637,633.3257766689362,1440.0,-806.6742233310638,1.0,0.0,1.0,D
1.2,1.0,baseline,blocked,,18,19,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,D
1.2,1.0,baseline,blocked,,19,20,637.5818524681818,inf,-inf,637.5818524681818,1441440.0,-1440802.4181475318,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0211,0.0,1.0211,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,979.38,214.91,0.0,480.0,0.0,0.0,0.0,0.0,979.38,214.91,764.47,0.0,480.0,-480.0,979.38,694.91,284.47,42581.75,69343.95,-26762.199999999997,1.0211,0.0,1.0211,1.0211,0.0,1.0211,582.5818524681818,1440.0,-857.4181475318182,623.0818524681819,1440.0,-816.9181475318181,632.5818524681818,1440.0,-807.4181475318182,1.0,0.0,1.0,D
1.2,1.5,baseline,blocked,,0,1,637.060995864963,inf,-inf,637.060995864963,1441440.0,-1440802.939004135,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0337,0.0,1.0337,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,967.4,264.39,0.0,480.0,0.0,0.0,0.0,0.0,967.4,264.39,703.01,0.0,480.0,-480.0,967.4,744.39,223.01,42060.9,71495.28,-29434.379999999997,1.0337,0.0,1.0337,1.0337,0.0,1.0337,582.060995864963,1440.0,-857.939004135037,622.5609958649632,1440.0,-817.4390041350368,632.060995864963,1440.0,-807.939004135037,1.0,0.0,1.0,D
1.2,1.5,baseline,blocked,,1,2,636.9170080338853,inf,-inf,636.9170080338853,1441440.0,-1440803.082991966,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0372,0.0,1.0372,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,964.09,178.65,0.0,480.0,0.0,0.0,0.0,0.0,964.09,178.65,785.44,0.0,480.0,-480.0,964.09,658.65,305.44000000000005,41916.92,67767.31,-25850.39,1.0372,0.0,1.0372,1.0372,0.0,1.0372,581.9170080338853,1440.0,-858.0829919661147,622.4170080338854,1440.0,-817.5829919661146,631.9170080338853,1440.0,-808.0829919661147,1.0,0.0,1.0,D
1.2,1.5,baseline,blocked,,2,3,638.5998877546999,705.9585883729338,-67.35870061823391,638.5998877546999,705.9585883729338,-67.35870061823391,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9972,0.7964,0.20079999999999998,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1002.79,178.65,0.0,480.0,0.0,597.05,0.0,597.05,1002.79,775.69,227.0999999999999,0.0,480.0,-480.0,1002.79,1255.69,-252.9000000000001,43599.78,93725.81,-50126.03,0.9972,1.2892,-0.2919999999999999,0.9972,0.7964,0.20079999999999998,583.5998877546999,650.9585883729338,-67.35870061823391,624.0998877547,691.458588372934,-67.35870061823391,633.5998877546999,700.9585883729338,-67.35870061823391,1.0,1.0,0.0,D
1.2,1.5,baseline,blocked,,3,4,639.9816294892598,707.376782457538,-67.39515296827813,639.9816294892598,707.376782457538,-67.39515296827813,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9666,0.7762,0.1904,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1034.58,178.65,0.0,480.0,0.0,629.66,0.0,629.66,1034.58,808.31,226.26999999999998,0.0,480.0,-480.0,1034.58,1288.31,-253.73000000000002,44981.52,95144.0,-50162.48,0.9666,1.2371,-0.2705000000000001,0.9666,0.7762,0.1904,584.9816294892598,652.376782457538,-67.39515296827813,625.48162948926,692.8767824575381,-67.39515296827813,634.9816294892598,702.376782457538,-67.39515296827813,1.0,1.0,0.0,D
1.2,1.5,baseline,blocked,,4,5,640.0588131478327,inf,-inf,640.0588131478327,1441440.0,-1440799.941186852,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9649,0.0,0.9649,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1036.35,178.65,0.0,480.0,0.0,0.0,0.0,0.0,1036.35,178.65,857.6999999999999,0.0,480.0,-480.0,1036.35,658.65,377.69999999999993,45058.71,67767.31,-22708.6,0.9649,0.0,0.9649,0.9649,0.0,0.9649,585.0588131478327,1440.0,-854.9411868521673,625.5588131478328,1440.0,-814.4411868521672,635.0588131478327,1440.0,-804.9411868521673,1.0,0.0,1.0,D
1.2,1.5,baseline,blocked,,5,6,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,8.0,0.0,178.65,0.0,480.0,0.0,0.0,0.0,0.0,0.0,178.65,-178.65,0.0,480.0,-480.0,0.0,658.65,-658.65,0.0,67767.31,-67767.31,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,D
1.2,1.5,baseline,blocked,,6,7,636.3971639700364,inf,-inf,636.3971639700364,1441440.0,-1440803.60283603,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0503,0.0,1.0503,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,8.0,952.13,178.65,0.0,480.0,0.0,0.0,0.0,0.0,952.13,178.65,773.48,0.0,480.0,-480.0,952.13,658.65,293.48,41397.06,67767.31,-26370.25,1.0503,0.0,1.0503,1.0503,0.0,1.0503,581.3971639700364,1440.0,-858.6028360299636,621.8971639700366,1440.0,-818.1028360299634,631.3971639700364,1440.0,-808.6028360299636,1.0,0.0,1.0,D
